Name,Type,Price per night,Host,Rating,Reviews,City
Apartamento acogedor junto al arroyo Cerca de autobuses y autobuses,"Alojamiento entero: piso en Berlín, Alemania",119,Anfitrión: Alex,"4,51",,Berlin
City Garden Flat In Green Kreuzberg - Nuevo,"Alojamiento entero: loft en Berlín, Alemania",84,Anfitrión: Carsten,"4,89",240,Berlin
Apartamento artístico en Kreuzkölln,"Alojamiento entero: piso en Berlín, Alemania",112,Anfitrión: Mariana,,,Berlin
Apartamento en el centro de Berlín!,"Alojamiento entero: piso en Berlín, Alemania",130,Anfitrión: Johann,"4,89",93,Berlin
Bonito apartamento en Prenzlauer Berg,"Alojamiento entero: piso en Berlín, Alemania",168,Anfitrión: Stella,"4,89",9,Berlin
Alojamiento único en el centro de Berlín,"Alojamiento entero: loft en Berlín, Alemania",137,Anfitrión: Spreeresidence,"4,53",158,Berlin
Mitte Berlin,"Alojamiento entero: piso en Berlín, Alemania",126,Anfitrión: Wuang,"4,0",4,Berlin
Apart. Kudamm Seitenstr. 4Pax,"Alojamiento entero: piso en Berlín, Alemania",130,Anfitrión: Emil,,,Berlin
#505 Sé mi huésped,"Alojamiento entero: apartamento con servicios en Berlín, Alemania",128,Anfitrión: Apartmently,"4,82",76,Berlin
Acogedora habitación privada en Berlín,"Habitación en Berlín, Alemania",94,Quédate con Yamen,"4,92",12,Berlin
Apartamento de 3 dormitorios en Kreuzberg,"Alojamiento entero: piso en Berlín, Alemania",192,Anfitrión: Dennis,"5,0",9,Berlin
Apartamento céntrico y espacioso para artistas cerca del parque,"Alojamiento entero: piso en Berlín, Alemania",95,Anfitrión: Lars,"4,69",133,Berlin
Apartamento en Berlín♡ Oriental en Friedrichshain ♡,"Alojamiento entero: piso en Berlín, Alemania",125,Anfitrión: Arne,"4,78",,Berlin
Apartamento para familias en el corazón de Berlín,"Alojamiento entero: piso en Berlín, Alemania",95,Anfitrión: Annett,"4,93",27,Berlin
Acogedor estudio en Berlín,"Habitación privada en: apto. residencial en Berlín, Alemania",68,Anfitrión: Hassan,"5,0",,Berlin
"2,5 Habitaciones con patio y balcones","Alojamiento entero: piso en Berlín, Alemania",150,Anfitrión: Sara,"4,71",187,Berlin
Acogedora habitación en el corazón de Prenzlauer Berg,"Alojamiento entero: apto. residencial en Berlín, Alemania",96,Anfitrión: Ana,"4,78",,Berlin
Apartamento tipo estudio en Berlín Prenzlauer Berg,"Alojamiento entero: piso en Berlín, Alemania",98,Anfitrión: Daniel,"4,90",221,Berlin
Apartamento de 3 dormitorios en Kreuzberg,"Alojamiento entero: piso en Berlín, Alemania",192,Anfitrión: Dennis,"5,0",9,Berlin
"Acogedor apartament de Berlín, junto al museo de la muralla","Alojamiento entero: piso en Berlín, Alemania",225,Anfitrión: Oliver,"4,25",155,Berlin
Tranquilo y bien en Friedrichshain,"Alojamiento entero: apto. residencial en Berlín, Alemania",81,Anfitrión: Apostolos,"4,94",476,Berlin
justo en la estación de S-Bahn (tren de cercanías) Schönhauser Allee -Top Lage-,"Alojamiento entero: piso en Berlín, Alemania",110,Anfitrión: Ahmad,"4,68",56,Berlin
Bonito apartamento en Berlín,"Alojamiento entero: piso en Berlín, Alemania",100,Anfitrión: Ozmen,"4,67",3,Berlin
Habitación triple con balcón 1.2 (1er piso),"Habitación en Berlín, Alemania",60,Anfitrión: Claudius,"4,34",275,Berlin
"Berlín, como en casa","Alojamiento entero: piso en Berlín, Alemania",89,Anfitrión: Gabriele,"4,95",38,Berlin
Amplio apartamento central de 3 habitaciones con gimnasio y área de juego,"Alojamiento entero: apto. residencial en Berlín, Alemania",205,Anfitrión: Raffaela,"4,89",94,Berlin
Loft con Garten,"Alojamiento entero: piso en Berlín, Alemania",131,Anfitrión: Emanuela,"4,27",26,Berlin
Elegante apartamento vintage en Kreuzberg,"Alojamiento entero: piso en Berlín, Alemania",147,Anfitrión: Tuncay,"5,0",,Berlin
Piso de diseño en el centro de la ciudad *legal*,"Alojamiento entero: piso en Berlín, Alemania",90,Anfitrión: Xperior,"4,55",,Berlin
Attic Loft in Historic Factory,"Alojamiento entero: piso en Berlín, Alemania",245,Anfitrión: Stephan,"4,92",151,Berlin
"Hermoso, acogedor, con mucho estilo y antiguo","Alojamiento entero: piso en Berlín, Alemania",218,Anfitrión: Alexandros,"5,0",18,Berlin
Apartamento de 1 dormitorio en Prenzlauer Berg con StayBearlin,"Alojamiento entero: piso en Berlín, Alemania",180,Anfitrión: Alan & Kasia StayBearlin,"4,78",198,Berlin
Apartamento loft en el centro,"Alojamiento entero: loft en Berlín, Alemania",108,Anfitrión: Mia,"4,62",98,Berlin
Tilda - Apartamento,"Alojamiento entero: piso en Berlín, Alemania",91,Anfitrión: Steffi,"4,93",172,Berlin
Apartamento estudio en Berlín Mitte,"Alojamiento entero: piso en Berlín, Alemania",92,Anfitrión: Dominik,"5,0",31,Berlin
L. Acogedor apartamento de una habitación/ 3 huéspedes,"Alojamiento entero: piso en Berlín, Alemania",109,Anfitrión: Katrin,"4,68",84,Berlin
Bohemian Neukölln 3Room @ Schillerkiez,"Alojamiento entero: piso en Berlín, Alemania",125,Anfitrión: Neta,"4,60",177,Berlin
Loft 1.4 en el corazón de Berlín,"Alojamiento entero: loft en Berlín, Alemania",142,Anfitrión: Martina & Charlotte (MaCha),"4,80",221,Berlin
ESTUDIO ACOGEDOR Y LIMPIO CON AMBIENTE,"Alojamiento entero: piso en Berlín, Alemania",84,Anfitrión: Celly,"4,58",253,Berlin
Precioso y céntrico,"Alojamiento entero: piso en Berlín, Alemania",111,Anfitrión: Mia,,,Berlin
Directamente en Potsdamer Platz,"Alojamiento entero: piso en Berlín, Alemania",110,Anfitrión: Arthur,"4,78",63,Berlin
Acogedor apartamento de 2 dormitorios en el centro de Berlín,"Alojamiento entero: piso en Berlín, Alemania",126,Anfitrión: Lana,"4,43",58,Berlin
Nostalgia - Precioso piso en el corazón de Berlín,"Alojamiento entero: piso en Berlín, Alemania",109,Anfitrión: Anna,"4,77",438,Berlin
Apartamento de vacaciones en el centro de la ciudad,"Alojamiento entero: piso en Berlin-Mitte, Alemania",120,Anfitrión: Frank,"4,78",431,Berlin
"COZY-URBAN-CHIC: 2 dormitorios, 2 baños, 87 m2","Alojamiento entero: piso en Berlín, Alemania",149,Anfitrión: Robert,"4,86",141,Berlin
apartamento moderno y luminoso de 72m ² en Crellekiez,"Alojamiento entero: apartamento con servicios en Berlín, Alemania",153,Anfitrión: Jens,"4,80",102,Berlin
apartamento acogedor 5,"Alojamiento entero: piso en Berlín, Alemania",128,Anfitrión: Martina & Charlotte (MaCha),"4,58",120,Berlin
Apartamento urbano maravilloso,"Alojamiento entero: piso en Berlín, Alemania",121,Anfitrión: Amélie,"4,71",59,Berlin
Airy Berlin Loft con muebles vintage de los 90,"Alojamiento entero: piso en Berlín, Alemania",121,Anfitrión: Mia,"4,80",104,Berlin
Apartamento grande de 2 dormitorios en Berlín PrenzlauerBerg,"Alojamiento entero: piso en Berlín, Alemania",189,Anfitrión: Vanni,"4,93",147,Berlin
Estudio de ático inspirado en la Bauhaus,"Alojamiento entero: piso en Berlín, Alemania",121,Anfitrión: Mia,"4,68",104,Berlin
Apartamento urbano maravilloso,"Alojamiento entero: piso en Berlín, Alemania",121,Anfitrión: Amélie,"4,71",59,Berlin
Apartamento grande de 2 dormitorios en Berlín PrenzlauerBerg,"Alojamiento entero: piso en Berlín, Alemania",189,Anfitrión: Vanni,"4,93",147,Berlin
2 • céntrico • metro • terraza,"Alojamiento entero: piso en Berlín, Alemania",112,Anfitrión: Derek,"4,35",65,Berlin
Airy Berlin Loft con muebles vintage de los 90,"Alojamiento entero: piso en Berlín, Alemania",121,Anfitrión: Mia,"4,80",104,Berlin
estudio luminoso en Schöneberg junto a la ciudad de Berlín,"Alojamiento entero: piso en Berlín, Alemania",133,Anfitrión: Jens,"4,90",217,Berlin
Estudio de ático inspirado en la Bauhaus,"Alojamiento entero: piso en Berlín, Alemania",121,Anfitrión: Mia,"4,68",104,Berlin
Apartamento soleado cerca de Potsdamer Platz/Bergmannkiez,"Alojamiento entero: piso en Berlín, Alemania",110,Anfitrión: Pascal,"4,69",245,Berlin
NUEVO: Oasis urbano: elegante apartamento de Homely,"Alojamiento entero: piso en Berlín, Alemania",208,Anfitrión: Noam,"4,83",6,Berlin
Estilo industrial más llegada autónoma más Street Par,"Alojamiento entero: piso en Berlín, Alemania",146,Anfitrión: Flo,"4,18",,Berlin
Acogedor apartamento restaurado en el corazón de Berlín,"Alojamiento entero: piso en Berlín, Alemania",125,Anfitrión: Kim,"4,58",67,Berlin
Berlin Home ** Acogedor ycéntrico,"Alojamiento entero: piso en Berlín, Alemania",105,Anfitrión: Berlin,"4,59",140,Berlin
Casa de 2 dormitorios en Prenzlauerberg,"Alojamiento entero: piso en Berlín, Alemania",257,Anfitrión: David,"5,0",3,Berlin
Ojalá estuvieras aquí,"Habitación en hotel boutique en Berlín, Alemania",127,Anfitrión: Old Town Hotel,"4,70",,Berlin
Apartamento en un patio de artistas románticos,"Alojamiento entero: piso en Berlín, Alemania",125,Anfitrión: Rosa,"4,84",101,Berlin
Apartamento exclusivo de un dormitorio,"Alojamiento entero: piso en Berlín, Alemania",107,Anfitrión: Thomas,"4,66",237,Berlin
Casa limpia y con estilo en el centro de Berlín-Kreuzberg.,"Alojamiento entero: piso en Berlín, Alemania",119,Anfitrión: Yaz,"4,74",428,Berlin
"Mejor zona, apartamento grande y soleado con dos gatos","Alojamiento entero: piso en Berlín, Alemania",120,Anfitrión: Masha,"4,85",27,Berlin
Elegante y colorido apartamento en FH-K,"Alojamiento entero: piso en Berlín, Alemania",146,Anfitrión: Josef,"4,62",244,Berlin
Elegante y colorido apartamento en FH-K,"Alojamiento entero: piso en Berlín, Alemania",146,Anfitrión: Josef,"4,62",244,Berlin
LA mejor ubicación: Kreuzberg Bergmann Kiez / Tranquilo,"Alojamiento entero: piso en Berlín, Alemania",83,Anfitrión: Rooms Of Paradise,"4,53",55,Berlin
La mejor ubicación cerca de Kürfürstendamm FeWo Exclusive,"Alojamiento entero: apto. residencial en Berlín, Alemania",108,Anfitrión: Waltraud,"4,98",59,Berlin
Apartamento céntrico y tranquilo en la isla de los museos,"Alojamiento entero: piso en Berlín, Alemania",83,Anfitrión: Jonas,"4,55",58,Berlin
Kreuzberg- en el corazón de Berlín4,"Alojamiento entero: piso en Berlín, Alemania",128,Anfitrión: Martina & Charlotte (MaCha),"4,81",158,Berlin
10965 Berlin Kreuzberg 4-8 personas,"Alojamiento entero: piso en Berlín, Alemania",145,Anfitrión: Ralph,"4,69",412,Berlin
Increíble estudio en Bergmannkiez,"Alojamiento entero: piso en Berlín, Alemania",98,Anfitrión: Fulvia,"4,60",,Berlin
#506 Sé mi huésped,"Alojamiento entero: apartamento con servicios en Berlín, Alemania",106,Anfitrión: Apartmently,"4,80",41,Berlin
Acogedor apartamento cerca de la estación central,"Alojamiento entero: piso en Berlín, Alemania",103,Anfitrión: René,,,Berlin
"Acogedor estudio para 3 huéspedes, terraza","Alojamiento entero: piso en Berlín, Alemania",109,Anfitrión: Katrin,"4,70",70,Berlin
Apartamento en Friedrichshain. Propiedad comercial,"Alojamiento entero: piso en Berlín, Alemania",93,Anfitrión: Tamara,"4,87",326,Berlin
Todo el apartamento 4 que en el corazón de Berlín,"Alojamiento entero: piso en Berlín, Alemania",147,Anfitrión: Paul,"4,49",,Berlin
New Spacious Central Heart apt + center of Berlin,"Alojamiento entero: piso en Berlín, Alemania",140,Anfitrión: Alex,"4,73",147,Berlin
Apartamento «bosque verde» en una ubicación absolutamente privilegiada,"Alojamiento entero: piso en Berlín, Alemania",71,Anfitrión: Hilda,"4,50",4,Berlin
Habitación de hotel en Berlín | Prenzlauer Berg | 7 | NUEVO,"Alojamiento entero: casa de invitados en Berlín, Alemania",99,Anfitrión: Sotirios,"4,33",192,Berlin
2. Acogedor apartamento de una habitación con terraza.,"Alojamiento entero: piso en Berlín, Alemania",109,Anfitrión: Katrin,"4,63",92,Berlin
Apartamento central de diseño con estacionamiento y terraza.,"Alojamiento entero: piso en Berlín, Alemania",131,Anfitrión: Claudia,,,Berlin
Habitación privada única en un precioso edificio restaurado,"Alojamiento entero: piso en Berlín, Alemania",68,Anfitrión: Thomas,"4,77",196,Berlin
Apartamento de 2 dormitorios para familias/huéspedes tranquilos. StayBearlin,"Alojamiento entero: piso en Berlín, Alemania",180,Anfitrión: Alan & Kasia StayBearlin,"4,58",292,Berlin
Habitación privada única en un precioso edificio restaurado,"Alojamiento entero: piso en Berlín, Alemania",68,Anfitrión: Thomas,"4,77",196,Berlin
Apartamento en la planta baja Neukölln/Kreuzberg,"Alojamiento entero: piso en Berlín, Alemania",90,Anfitrión: Stephan,"4,38",228,Berlin
"VIDA URBANA 3, mejor zona de Berlín Friedrichshain","Alojamiento entero: apto. residencial en Berlín, Alemania",120,Anfitrión: Fadeih,"4,92",193,Berlin
Apartamento acogedor autónomo,"Alojamiento entero: vivienda en Berlín, Alemania",88,Anfitrión: Iulia,"5,0",11,Berlin
GreatStay - Torstr. 95 primer piso hasta 4 personas,"Alojamiento entero: piso en Berlín, Alemania",204,Anfitrión: Yoren,"4,64",73,Berlin
Apartamento central cerca de Ostkreuz,"Alojamiento entero: piso en Berlín, Alemania",63,Anfitrión: Bernhard,"4,25",256,Berlin
"L Central Berlin-Kreuzberg, Limpio, acogedor, conectado","Alojamiento entero: piso en Berlín, Alemania",156,Anfitrión: Yaz,"4,71",406,Berlin
"Oasis de 2 dormitorios, PrenzlauerBerg","Alojamiento entero: piso en Berlín, Alemania",201,Anfitrión: Kate,"4,84",,Berlin
"5 Elegante, clásico, chic, precioso distrito de decoración moderna","Alojamiento entero: piso en Berlín, Alemania",100,Anfitrión: Dietrich,"4,58",266,Berlin
"Nuevo apartamento de diseño con estilo, centro de la ciudad Boxhagener St","Alojamiento entero: piso en Berlín, Alemania",197,Anfitrión: Andre,"4,70",,Berlin
Centro de la ciudad único 2Rms Mitte Rosenthaler Platz,"Alojamiento entero: piso en Berlín, Alemania",147,Anfitrión: Eugen,"4,46",129,Berlin
Neukölln... ¡muy especial!Apto. No.3,"Alojamiento entero: piso en Berlín, Alemania",106,Anfitrión: BerlinSurfHostel,"4,76",297,Berlin
Apartamento en el corazón de Prenzlauer Berg,"Alojamiento entero: piso en Berlín, Alemania",170,Anfitrión: Carlos,"4,67",,Berlin
Loft en el corazón de Berlín 1.3,"Alojamiento entero: loft en Berlín, Alemania",142,Anfitrión: Martina & Charlotte (MaCha),"4,79",222,Berlin
Apartamento doble en Frankfurter Allee,"Alojamiento entero: piso en Berlín, Alemania",102,Anfitrión: Flo,,,Berlin
Apartamento Parkview Grande Suite II,"Alojamiento entero: apto. residencial en Berlín, Alemania",140,Anfitrión: Stefan,"4,77",145,Berlin
"VIDA URBANA 2, mejor zona de Berlín Friedrichshain","Alojamiento entero: apto. residencial en Berlín, Alemania",128,Anfitrión: Fadeih,"4,90",153,Berlin
Apartamento de 3 habitaciones3/Potsdamer Pl.,"Habitación en hotel en Berlín, Alemania",197,Anfitrión: Hans,"3,89",9,Berlin
Apartamento en Prenzlauer Berg,"Alojamiento entero: piso en Berlín, Alemania",90,Anfitrión: David,"4,81",27,Berlin
"1. Elegante, acogedor, con una decoración encantadora, un distrito moderno","Alojamiento entero: piso en Berlín, Alemania",119,Anfitrión: Dietrich,"4,73",535,Berlin
Encantador apartamento urbano en el barrio de Kreuzberg Berlín-3R,"Alojamiento entero: piso en Berlín, Alemania",165,Anfitrión: Tuncay,"4,89",36,Berlin
Apartamento 3 en Kreuzberg en el Görlitzer Parc,"Alojamiento entero: piso en Berlín, Alemania",185,Anfitrión: Stella,"4,75",191,Berlin
Apartamento estudio en planta baja central,"Alojamiento entero: piso en Berlín, Alemania",89,Anfitrión: Hendrik,"4,92",98,Berlin
Estudio de Upcycling Central Summer Cool Ventilated,"Alojamiento entero: loft en Berlín, Alemania",120,Anfitrión: Sebastian,"4,64",107,Berlin
Nap Club: apartamento elegante en un barrio animado.,"Alojamiento entero: apto. residencial en Berlín, Alemania",157,Anfitrión: Simon,"4,77",106,Berlin
Apartamento de 2 habitaciones C1,"Alojamiento entero: piso en Berlín, Alemania",120,Anfitrión: Duc Son,"4,73",106,Berlin
Encantador apartamento en Berlín,"Alojamiento entero: piso en Berlín, Alemania",150,Anfitrión: Alfredo,"4,87",39,Berlin
Apartamento en Berlín-Friedrichshain,"Alojamiento entero: piso en Berlín, Alemania",107,Anfitrión: Holger,"4,71",,Berlin
Apt.2 en el centro de Kreuzberg,"Alojamiento entero: piso en Berlín, Alemania",142,Anfitrión: Martina & Charlotte (MaCha),"4,75",171,Berlin
"Apartamento ""bailarín de ballet de Nueva York"". Kurfürstendamm.","Alojamiento entero: piso en Berlín, Alemania",64,Anfitrión: Hilda,,,Berlin
Habitación en un apartamento con estilo en el corazón de Berlín,"Habitación en Berlín, Alemania",82,Quédate con Dia,"4,77",52,Berlin
4. Acogedor apartamento de una habitación con terraza.,"Alojamiento entero: piso en Berlín, Alemania",95,Anfitrión: Katrin,"4,52",102,Berlin
LOFT CLAVE 01,"Alojamiento entero: loft en Berlín, Alemania",240,Anfitrión: Key,"4,81",396,Berlin
"Apartamento estudio para 3, wifi, cerca del centro","Alojamiento entero: piso en Berlín, Alemania",129,Anfitrión: Katrin,"4,38",153,Berlin
Roxy,"Alojamiento entero: piso en Berlín, Alemania",217,Anfitrión: Andre,"4,68",65,Berlin
Clichic - 4 huéspedes a 20 minutos Champs-Elysées,"Alojamiento entero: piso en Clichy, Francia",130,Anfitrión: Mélanie,"4,88",34,Paris
Dos piezas -París-Montmartre,"Alojamiento entero: piso en París, Francia",110,Anfitrión: Eloïse,"4,91",,Paris
Amplio y luminoso apartamento en Canal St Martin,"Alojamiento entero: piso en París, Francia",130,Anfitrión: Vincent,"4,79",14,Paris
Apartamento moderno Batignolles - EasyHostin',"Alojamiento entero: piso en París, Francia",149,Anfitrión: Samuel,"4,89",38,Paris
Clichy cerca de París - 4 personas,"Alojamiento entero: piso en Clichy, Francia",85,Anfitrión: Victoria,"5,0",12,Paris
"Apartamento luminoso, cerca del metro, fácil acceso","Alojamiento entero: piso en Bagneux, Francia",80,Anfitrión: Rani,"5,0",5,Paris
"Apartamento de artista, 2 habitaciones","Alojamiento entero: piso en París, Francia",160,Anfitrión: Mariam,"5,0",10,Paris
Studio en plein coeur du 11e,"Alojamiento entero: piso en París, Francia",,Anfitrión: Rémy,,,Paris
Apartamento grande en París,"Alojamiento entero: apto. residencial en París, Francia",175,Anfitrión: Smaimmo,"4,72",83,Paris
Apartamento de 2 habitaciones Montmartre,"Alojamiento entero: piso en París, Francia",210,Anfitrión: Stanley,,,Paris
"Riviera Résidence , Heart Montmartre Paris center","Alojamiento entero: apto. residencial en París, Francia",140,Anfitrión: Marie,"4,80",254,Paris
Acogedor apartamento en el centro de París - La Fayette,"Alojamiento entero: piso en París, Francia",165,Anfitrión: Marie,"4,79",398,Paris
«Elegancia en el corazón de París»,"Alojamiento entero: piso en París, Francia",154,Anfitrión: Antonio,,,Paris
Apartamento para 5 personas cerca del metro L9,"Alojamiento entero: piso en Bagnolet, Francia",81,Anfitrión: Thierry,,,Paris
450 metros de transporte y aparcamiento gratis,"Alojamiento entero: piso en Saint-Denis, Francia",136,Anfitrión: Alawi,"4,97",31,Paris
"República, amplio y lujoso 2 habitaciones","Alojamiento entero: piso en París, Francia",169,Anfitrión: Elsa,"5,0",10,Paris
Pequeño estudio Paris Saint-Mandé,"Alojamiento entero: piso en Saint-Mandé, Francia",61,Anfitrión: Zhihua,"4,64",,Paris
JOYA MODERNA: SERENIDAD CERCA DE PARÍS,"Alojamiento entero: piso en Montreuil, Francia",80,Anfitrión: Rayan,"4,81",179,Paris
Clichy Levallois - Bonito apartamento cálido y acogedor,"Alojamiento entero: piso en Clichy, Francia",110,Anfitrión: Ivan,"4,89",45,Paris
Malakoff Grand Apartment a pocos pasos de París,"Alojamiento entero: piso en Malakoff, Francia",120,Anfitrión: Alexandre,"4,89",377,Paris
Acogedor estudio a 100 m del metro 1 en La Défense,"Alojamiento entero: piso en Courbevoie, Francia",110,Anfitrión: Nathalie,"4,89",44,Paris
Estudio cerca de todas las comodidades,"Alojamiento entero: piso en Bagnolet, Francia",58,Anfitrión: Charles,"4,80",329,Paris
Estudio con jardín privado cerca de París y Disney,"Alojamiento entero: piso en Neuilly-Plaisance, Francia",55,Anfitrión: Jérôme,"4,73",51,Paris
"Piso-2 hab, nuevo, 10mn Paris, tranquilo, luminoso","Alojamiento entero: piso en Asnières-sur-Seine, Francia",208,Anfitrión: Thierry,"4,89",532,Paris
"Bonita T2, Metro , París, gran ubicación","Alojamiento entero: piso en Clichy, Francia",83,Anfitrión: Ouafa,"4,45",169,Paris
Acogedor piso a 7 minutos a pie del metro directo al centro de París.,"Alojamiento entero: piso en Saint-Denis, Francia",101,Anfitrión: Omar,"4,82",88,Paris
Paris Center a 15 minutos,"Alojamiento entero: piso en Nogent-sur-Marne, Francia",58,Anfitrión: Emmanuel Hicham,"4,89",419,Paris
Espacioso Elegante a 14 minutos de la estación de tren/12 minutos de París .,"Alojamiento entero: piso en Stains, Francia",80,Anfitrión: Najwa,"4,77",13,Paris
Vista de la Torre Eiffel a 10 minutos del corazón de París,"Alojamiento entero: piso en Bois-Colombes, Francia",89,Anfitrión: Rostom,"4,88",105,Paris
"Bel Appart F4 de 68 m ² con 3 Habitaciones, 1 Aparcamiento","Alojamiento entero: piso en Cachan, Francia",89,Anfitrión: Seara De Fatima,"4,62",145,Paris
"Apartamento clásico parisino, Jourdain","Alojamiento entero: piso en París, Francia",150,Anfitrión: Kristofer,"4,86",189,Paris
Porte champerret Paris 17,"Alojamiento entero: piso en París, Francia",120,Anfitrión: Carlos,"4,86",169,Paris
Apartamento en el mercado de París Antic,"Alojamiento entero: piso en Saint-Ouen, Francia",101,Anfitrión: Steven,"4,55",,Paris
🐘Escala en Nairobi🦒Puertas de París •APARCAMIENTO• WiFi 🌵,"Alojamiento entero: apto. residencial en Saint-Ouen, Francia",93,Anfitrión: Linda,"4,44",205,Paris
Encantador y perfectamente ubicado apartamento de 2 dormitorios,"Alojamiento entero: piso en París, Francia",230,Anfitrión: Aurelie,"4,96",24,Paris
"apartamento tranquilo con vistas al parque, cerca de París","Alojamiento entero: apto. residencial en Stains, Francia",95,Anfitrión: Vincent,"4,79",42,Paris
Apartamento 1900 típico parisino con aparcamiento,"Alojamiento entero: piso en París, Francia",118,Anfitrión: Frédéric,"4,60",541,Paris
Apartamento tranquilo en el patio de la Bastille,"Alojamiento entero: piso en París, Francia",100,Anfitrión: Pénélope,"4,35",195,Paris
Muy bonito apartamento terraza privada centro de la ciudad,"Alojamiento entero: piso en Romainville, Francia",80,Anfitrión: Miguel,"4,53",30,Paris
Piso 3 piezas enteras en La Défense,"Alojamiento entero: piso en Puteaux, Francia",130,Anfitrión: Eric,"4,98",44,Paris
Estupendo apartamento con balcón cerca de París/Orly,"Alojamiento entero: apto. residencial en Antony, Francia",72,Anfitrión: Emilie,"5,0",107,Paris
«Cara a cara con el Sena» a las puertas de París,"Alojamiento entero: piso en L'Île-Saint-Denis, Francia",84,Anfitrión: Jeremy,"4,80",,Paris
12th District Charmer: Central & Chic Hideaway,"Alojamiento entero: piso en París, Francia",212,Anfitrión: Ion Et Olga,"4,75",4,Paris
"Precioso apartamento que te espera, cerca de París y Disney","Alojamiento entero: piso en Noisy-le-Sec, Francia",59,Anfitrión: Naomi,"4,63",,Paris
Apartamento en París - Ternes Campos Elíseos,"Alojamiento entero: piso en 75017- Paris, Francia",130,Anfitrión: Frédéric,"4,63",263,Paris
Precioso Acogedor Apartamento,"Alojamiento entero: piso en Neuilly-Plaisance, Francia",70,Anfitrión: Nabil,"4,56",9,Paris
Nid Douillet en Porte de Versailles,"Alojamiento entero: apartamento con servicios en París, Francia",91,Anfitrión: Maximilienne,"4,82",,Paris
"Apartamento, Arco de Triunfo","Alojamiento entero: piso en París, Francia",110,Anfitrión: Nina,"4,71",116,Paris
Paz - Apartamento luminoso y cómodo,"Alojamiento entero: piso en Vincennes, Francia",110,Anfitrión: Maxime,"4,95",79,Paris
Luminoso apartamento cerca del metro - París a 10 minutos,"Alojamiento entero: piso en Asnières-sur-Seine, Francia",95,Anfitrión: Sylvia,"4,82",11,Paris
Refugio en la llanura de Saint-denis,"Alojamiento entero: piso en Saint-Denis, Francia",115,Anfitrión: John,"4,83",6,Paris
Estudio muy céntrico Republique,"Alojamiento entero: piso en París, Francia",99,Anfitrión: Polyna,"4,56",307,Paris
Acogedor y bien situado apartamento cerca de Montmartre,"Alojamiento entero: piso en París, Francia",105,Anfitrión: Pauline,"4,95",60,Paris
Dormir / trabajar / reunirse en París Saint Laz,"Alojamiento entero: piso en París, Francia",109,Anfitrión: David,"4,85",343,Paris
Precioso apartamento en París,"Alojamiento entero: piso en París, Francia",168,Anfitrión: Inayat,,,Paris
Amplio alojamiento a 10 minutos de Roissy,"Alojamiento entero: piso en Sevran, Francia",220,Anfitrión: Abdourhamane,"5,0",,Paris
Elegante F3 a 350 metros de Porte Montmartre,"Alojamiento entero: piso en Saint-Ouen-sur-Seine, Francia",115,Anfitrión: Maxime,"4,85",,Paris
Apartamento République Marais,"Alojamiento entero: piso en París, Francia",200,Anfitrión: Hsiao Lin,,,Paris
Apartamento con encanto cerca de París,"Alojamiento entero: piso en Asnières-sur-Seine, Francia",90,Anfitrión: Fabrice,"4,71",95,Paris
Apartamento de 38 m2 a 10 minutos de París,"Alojamiento entero: piso en Clichy, Francia",111,Anfitrión: Ana,"4,90",79,Paris
París centro apartamento entero,"Alojamiento entero: piso en París, Francia",95,Anfitrión: Afifa,"4,62",227,Paris
A 3 minutos de la estación de tren y a 20 minutos de París.,"Alojamiento entero: piso en Garges-lès-Gonesse, Francia",103,Anfitrión: Borbo&Mias,"4,94",70,Paris
"Villa Poncelet-La Vie est belle-3 Bdr, AC, Bst Loc","Alojamiento entero: piso en Paris-17E-Arrondissement, Francia",323,Anfitrión: Laurent,"4,79",121,Paris
