name;category;price_per_night;host;rating;reviews;city;country
Acogedor apartamento privado en el centro de Berna;Alojamiento entero;43.0; Marcos;4.68;19.0;Bern;Suiza
Exclusivo departamento urbano;Alojamiento entero;473.0; Stephan;0.0;0.0;Bern;Suiza
Sala de estar en Berna;Habitación;36.0;Arwen;5.0;5.0;Bern;Suiza
Apartamento en el casco antiguo;Alojamiento entero;125.0; Kai;4.84;339.0;Bern;Suiza
Habitación en Freimettigen;Habitación;36.0; Urs;0.0;0.0;Bern;Suiza
Ice Attic-Apt, casco antiguo, a 3 minutos de la estación de tren;Habitación;113.0; Kai;4.84;218.0;Bern;Suiza
N.º 2 apartamento acogedor y céntrico;Alojamiento entero;71.0; Bess;4.87;0.0;Bern;Suiza
Habitación en el espejo BE, a 10 de Berna;Alojamiento entero;62.0; Chantal;5.0;13.0;Bern;Suiza
Habitación soleada, súper central, estación de Berna a 5 minutos a pie;Habitación;68.0;Kai;4.93;877.0;Bern;Suiza
Como si estuvieras en casa;Habitación;42.0;Aline Karina;0.0;0.0;Bern;Suiza
Habitación ático con vistas increíbles;Habitación;53.0; Roger;4.94;16.0;Bern;Suiza
Hermosa habitación en el casco antiguo de Berna;Habitación;55.0;Eliane;4.82;68.0;Bern;Suiza
Precioso apartamento de 1 habitación con terraza y cerca de la Universidad;Alojamiento entero;76.0; Daniel;4.86;86.0;Bern;Suiza
Acogedor apartamento con patio privado en el corazón de Berna;Alojamiento entero;83.0; Lena;4.91;145.0;Bern;Suiza
"Habitación, Thörishaus Dorf, ""Kellerstudio""";Alojamiento entero;43.0; Mark;5.0;17.0;Bern;Suiza
cHEaRT de BErn – URBErN Pulse;Alojamiento entero;97.0; Rinaldo;0.0;0.0;Bern;Suiza
Cómoda Habitación cerca del centro de Berna;Habitación;78.0; Yosk;5.0;0.0;Bern;Suiza
"""B&B alba"" en loft atmosférico y silencioso";Alojamiento entero;98.0; Gema;4.99;199.0;Bern;Suiza
Logotipo céntrico y moderno de 1 habitación;Alojamiento entero;124.0; Flo;4.93;121.0;Bern;Suiza
Apartamento entero en Europaplatz;Alojamiento entero;98.0; Irene;4.95;84.0;Bern;Suiza
Apartamento de negocios moderno - Insel;Alojamiento entero;100.0; Jürg Martin;4.92;87.0;Bern;Suiza
Habitación en el centro de Berna;Habitación;88.0;Victor;4.93;15.0;Bern;Suiza
¡Pequeño pero bonito! ¡Bonito y completo!;Habitación;60.0; Martha;4.82;218.0;Bern;Suiza
Vista al Emmental: habitación con baño;Alojamiento entero;49.0; Eva-Maria;4.89;36.0;Bern;Suiza
Activo;Alojamiento entero;133.0; Anette;5.0;0.0;Bern;Suiza
Apartamento azul, casco antiguo, a 3 minutos de la estación de tren de Berna.;Habitación;127.0; Kai;4.81;203.0;Bern;Suiza
Habitación tranquila, super céntrica, a 5 minutos de la estación de tren;Habitación;70.0;Kai;4.86;212.0;Bern;Suiza
Apartamento vintage, casco antiguo, a 3 minutos a pie de la estación de Berna;Alojamiento entero;111.0; Kai;4.76;592.0;Bern;Suiza
LentulusSkyAppartement;Alojamiento entero;133.0; Matteo;5.0;5.0;Bern;Suiza
Modern City/ Business Studio;Alojamiento entero;100.0; Jürg Martin;4.81;120.0;Bern;Suiza
Encantadora habitación individual tranquila;Habitación;55.0;Esther;0.0;0.0;Bern;Suiza
Cama en un barrio agradable y tranquilo.;Habitación;62.0; Marcela;4.97;60.0;Bern;Suiza
Encantador apartamento en la ciudad de Berna;Alojamiento entero;83.0; Daniel;4.64;14.0;Bern;Suiza
Habitaciones con baño y acceso privado;Habitación;80.0; Rolf;4.81;477.0;Bern;Suiza
Apartamento espacioso y silencioso en el centro de la ciudad de Berna;Alojamiento entero;109.0; Jessica;0.0;0.0;Bern;Suiza
Nuevo apartamento renovado cerca del centro de Berna;Alojamiento entero;83.0; Huber;4.7;466.0;Bern;Suiza
Apartamento estudio de diseño en Berna - Breitenrain;Alojamiento entero;130.0; Anita;4.93;337.0;Bern;Suiza
Amplia habitación soleada, casco antiguo, a 3 minutos de la estación de Berna;Habitación;73.0; Kai;4.72;866.0;Bern;Suiza
Apartamento espacioso y silencioso en el centro de la ciudad de Berna;Alojamiento entero;109.0; Jessica;0.0;0.0;Bern;Suiza
Nuevo apartamento renovado cerca del centro de Berna;Alojamiento entero;83.0; Huber;4.7;466.0;Bern;Suiza
Acogedor dormitorio privado a 4 minutos del centro de la ciudad;Habitación;52.0;Setayesh;4.72;25.0;Bern;Suiza
Artista en The Green Park;Alojamiento entero;102.0; Cristhian;4.68;95.0;Bern;Suiza
Attic-Apt & Roof Terrace, OldTown, a 3 minutos de la estación;Alojamiento entero;140.0; Kai;4.75;750.0;Bern;Suiza
Diseño de ensueño;Alojamiento entero;117.0; Thomas;4.81;16.0;Bern;Suiza
Habitación preciosa cerca de la ciudad de Berna;Habitación;52.0;Romeo;4.57;7.0;Bern;Suiza
Apartamento en Little Park;Alojamiento entero;103.0; Cristhian;4.73;169.0;Bern;Suiza
Fantástico ático en Berna;Alojamiento entero;129.0; Huber;4.82;95.0;Bern;Suiza
Apartamento de 1 habitación cerca del centro;Alojamiento entero;107.0; Diego;0.0;0.0;Bern;Suiza
Cama en dormitorio en el Hostal 77 Berna;Habitación;46.0; Hostel 77;4.83;221.0;Bern;Suiza
Estudio soleado y relajante;Alojamiento entero;98.0; Jazmine;4.9;10.0;Bern;Suiza
Apartamento céntrico en Stadt Bern;Alojamiento entero;141.0; Edon;4.86;14.0;Bern;Suiza
habitación cerca del centro;Habitación;61.0;Liliana;4.94;0.0;Bern;Suiza
la mejor ubicación, moderno apartamento urbano;Alojamiento entero;124.0; Corinne & Chris;0.0;0.0;Bern;Suiza
Habitación tranquila con balcón cerca de la estación principal.;Habitación;62.0;Christoph;4.79;304.0;Bern;Suiza
la mejor ubicación, moderno apartamento urbano;Alojamiento entero;124.0; Corinne & Chris;0.0;0.0;Bern;Suiza
Estudio de 1 habitación con cocina;Habitación;78.0; Regula;4.96;72.0;Bern;Suiza
Artista en The Green Park;Alojamiento entero;102.0; Cristhian;4.68;95.0;Bern;Suiza
Luminoso, moderno, con asientos en el jardín,;Alojamiento entero;290.0; Michael;4.98;52.0;Bern;Suiza
2.5 habitaciones, ubicación superior, tranquilo, ideal para los usuarios de Apple;Alojamiento entero;77.0; Marcel;5.0;21.0;Bern;Suiza
Apartamento nuevo totalmente equipado cerca del centro de Berna;Alojamiento entero;99.0; Edon;4.81;208.0;Bern;Suiza
Encantador estudio central en Berna;Alojamiento entero;93.0; Glenn;5.0;13.0;Bern;Suiza
Cama en un barrio agradable y tranquilo.;Habitación;62.0; Marcela;4.97;60.0;Bern;Suiza
Estilo vintage verde, cerca de la ciudad;Alojamiento entero;54.0; Renate;4.96;70.0;Bern;Suiza
Apartamento en Little Park;Alojamiento entero;103.0; Cristhian;4.73;169.0;Bern;Suiza
Como si estuvieras en casa;Habitación;42.0;Aline Karina;0.0;0.0;Bern;Suiza
Bonito apartamento en ático loft con terraza y bañera de hidromasaje;Alojamiento entero;194.0; Dominic;4.75;145.0;Bern;Suiza
¡Pequeño pero bonito! ¡Bonito y completo!;Habitación;60.0; Martha;4.82;218.0;Bern;Suiza
Habitación en el centro de Berna;Habitación;88.0;Victor;4.93;15.0;Bern;Suiza
Apartamento en barrio tranquilo y verde;Alojamiento entero;94.0; Greg;4.91;65.0;Bern;Suiza
Apartamento de 2,5 habitaciones con patio en Liebewil;Alojamiento entero;95.0; Jacqueline;4.9;41.0;Bern;Suiza
Apartamento nuevo a estrenar sobre los techos de Berna;Alojamiento entero;139.0; Miaca;4.94;63.0;Bern;Suiza
Estancia NONO, ubicación privilegiada;Habitación;103.0;Michael;4.94;17.0;Bern;Suiza
Elegante apartamento en el casco antiguo an der Kramgasse;Alojamiento entero;124.0; Thomas;5.0;4.0;Bern;Suiza
Apartamento dúplex en el borde del bosque;Alojamiento entero;101.0; Susanne;4.97;231.0;Bern;Suiza
Tranquilo Ático-Apto., Super céntrico;Alojamiento entero;188.0; Kai;4.91;74.0;Bern;Suiza
Apartamento urbano en el corazón de Berna incl. piscina;Alojamiento entero;379.0; Stephan;4.98;52.0;Bern;Suiza
Acogedor apartamento estudio con patio (terraza);Alojamiento entero;98.0; Keyced;4.95;22.0;Bern;Suiza
Apartamento entero de 2 habitaciones (planta baja) en Berna- Bümpliz;Alojamiento entero;145.0; Gabriela;4.95;21.0;Bern;Suiza
Apartamento rojo, casco antiguo, a 3 minutos de la estación de tren;Habitación;166.0; Kai;4.88;174.0;Bern;Suiza
Orange Apt., casco antiguo, a 3 minutos de la estación de tren de Berna.;Habitación;250.0; Kai;4.82;233.0;Bern;Suiza
Apartamento en el centro de la ciudad;Alojamiento entero;194.0; Mariia;5.0;3.0;Bern;Suiza
Apartamento en ático de 2 habitaciones Wohlensee;Alojamiento entero;56.0; Claude;4.88;0.0;Bern;Suiza
Como si estuvieras en casa;Habitación;42.0;Aline Karina;0.0;0.0;Bern;Suiza
Comfort Apt., casco antiguo, a 3 minutos de la estación de Berna.;Alojamiento entero;162.0; Kai;4.8;733.0;Bern;Suiza
El encantador apartamento de Grandy junto al río Aare;Alojamiento entero;114.0; Chenevals;4.8;10.0;Bern;Suiza
Acogedor salón 1,5: Comodidad y Silencio;Alojamiento entero;103.0; Pasquale;4.8;15.0;Bern;Suiza
Apt Estudio completo Centro Berna;Alojamiento entero;127.0; Swiss Migration;4.67;0.0;Bern;Suiza
Diseña en el antiguo edificio Breitenrain para que te sientas bien;Alojamiento entero;169.0; Gudrun;4.94;0.0;Bern;Suiza
Estudio de la ciudad, casco antiguo, a 3 minutos de la estación de Berna;Alojamiento entero;124.0; Kai;4.7;821.0;Bern;Suiza
Tranquilo y elegante apartamento con jardín a 10 minutos del centro;Alojamiento entero;66.0; Julia;4.75;413.0;Bern;Suiza
encantador apartamento de 1 habitación en el corazón de Berna;Alojamiento entero;121.0; Andreas;4.72;53.0;Bern;Suiza
Apartamento nuevo totalmente equipado cerca del centro de Berna;Alojamiento entero;99.0; Edon;4.81;208.0;Bern;Suiza
City Center Studio;Alojamiento entero;88.0; Maneli;5.0;0.0;Bern;Suiza
Apt Estudio completo Centro Berna;Alojamiento entero;127.0; Swiss Migration;4.67;0.0;Bern;Suiza
Maisonette para 6 personas, ubicación súper céntrica;Alojamiento entero;259.0; Elriz;4.58;40.0;Bern;Suiza
Top Central Apart en Berna;Alojamiento entero;129.0; Swiss Migration;4.71;0.0;Bern;Suiza
Piso dulce en el corazón de Berna;Alojamiento entero;161.0; Shivani;4.82;17.0;Bern;Suiza
Precioso apartamento en la azotea;Alojamiento entero;118.0; Marianne;4.6;5.0;Bern;Suiza
Apartamento de 2,5 habitaciones con balcón y vistas;Alojamiento entero;78.0; Jeannette;4.82;11.0;Bern;Suiza
Encantador apartamento en el barrio de moda de Länggasse;Alojamiento entero;168.0; Olivier;5.0;4.0;Bern;Suiza
Apartamento de 1 dormitorio con chimenea y terraza privada;Alojamiento entero;81.0; Danja-Maria;5.0;0.0;Bern;Suiza
Idílico apartamento de 2 habitaciones en el campo;Alojamiento entero;88.0; Miriam;5.0;34.0;Bern;Suiza
Loft con estilo en uno de los mejores barrios de Berna;Alojamiento entero;206.0; Patricia;5.0;56.0;Bern;Suiza
NEB-Thun apartment near Interlaken and Thun;Alojamiento entero;74.0; Neb-Thun;0.0;0.0;Bern;Suiza
Apartamento de 2 habitaciones en la ciudad más bonita de Suiza;Alojamiento entero;176.0; Tobias;0.0;0.0;Bern;Suiza
Sweet Retreat con Dreamy Lakeviews;Alojamiento entero;168.0; Sara And Rob;5.0;31.0;Bern;Suiza
Mountain Lodge *Nature *Queen Beds *Estacionamiento gratis;Alojamiento entero;129.0; Oliver;5.0;21.0;Bern;Suiza
Estudio con vistas al lago y a la montaña;Alojamiento entero;169.0; Karin Joyce;5.0;0.0;Bern;Suiza
Estudio con vistas al lago y a la montaña;Alojamiento entero;169.0; Karin Joyce;5.0;0.0;Bern;Suiza
Schönes Studio en Steffisburg;Alojamiento entero;78.0; Verena;4.99;92.0;Bern;Suiza
Hermoso departamento con vista a la montaña y jacuzzi;Alojamiento entero;108.0; Ursula;4.99;0.0;Bern;Suiza
Bonito estudio con aparcamiento;Alojamiento entero;98.0; Herbert Und Lydia;4.98;54.0;Bern;Suiza
Cómodo apartamento en el ático en una granja;Alojamiento entero;103.0; Rosita;5.0;0.0;Bern;Suiza
Granja;Habitación;52.0;Corinna;4.82;11.0;Bern;Suiza
Loft en el borde verde de Berna cerca del río Aare;Alojamiento entero;85.0; Jürg;4.87;30.0;Bern;Suiza
Precioso y acogedor apartamento de 2 habitaciones, céntricoy tranquilo;Alojamiento entero;82.0; Dora & Edgar;4.98;255.0;Bern;Suiza
Altbau-Bijou im Breitenrain;Alojamiento entero;168.0; Dominik;0.0;0.0;Bern;Suiza
(b) (estudio);Alojamiento entero;69.0; Peter;4.99;188.0;Bern;Suiza
2 habitaciones privadas en una gran casa de los años 20;Habitación;116.0; Johanna & Mattia;4.97;163.0;Bern;Suiza
Apartamento tranquilo con vistas excepcionales;Alojamiento entero;181.0; Rosie;4.95;22.0;Bern;Suiza
Apartamento de lujo de un dormitorio;Alojamiento entero;185.0; Los;0.0;0.0;Bern;Suiza
Mi alojamiento es mi castillo;Alojamiento entero;71.0; Annemarie;5.0;9.0;Bern;Suiza
Armotti Friedheim 2 dormitorios y oficina en el hogar;Alojamiento entero;179.0; Bruna;4.8;35.0;Bern;Suiza
Encantador estudio en el casco antiguo;Alojamiento entero;145.0; Christine;5.0;34.0;Bern;Suiza
Arquitectura. Pura. Lujo.;Alojamiento entero;250.0; Andrea;5.0;0.0;Bern;Suiza
Diseño de apartamentos cerca de la ciudad y la naturaleza;Alojamiento entero;189.0; Simone;4.94;0.0;Bern;Suiza
Diseña en el antiguo edificio Breitenrain para que te sientas bien;Alojamiento entero;169.0; Gudrun;4.94;0.0;Bern;Suiza
Casa de campo galardonada de nueva construcción en el lago Thun.;Alojamiento entero;440.0; Negar;4.98;185.0;Bern;Suiza
Bonito apartamento cerca del lago;Alojamiento entero;114.0; Beatrice;5.0;6.0;Bern;Suiza
"Studio-Apartment ""Lakeland""";Alojamiento entero;93.0; Regina & Alois;4.99;183.0;Bern;Suiza
Descansa tranquilo con vistas al lago /a la montaña/aparcamiento gratuito.;Alojamiento entero;186.0; Heidi;5.0;52.0;Bern;Suiza
Hogar para los amantes;Alojamiento entero;88.0; Samuel;5.0;66.0;Bern;Suiza
¡Gran apartamento con todo lo que tu corazón desea!;Alojamiento entero;92.0; Corina;4.94;117.0;Bern;Suiza
Acogedora habitación de maisonette cerca del centro de la ciudad;Habitación;68.0; Ninón & Lou;0.0;0.0;Bern;Suiza
"Pequeña casa rural romántica ""Bödeliweidli""";Alojamiento entero;122.0; Isabelle;5.0;18.0;Bern;Suiza
Estudio moderno con vistas espectaculares;Alojamiento entero;117.0; Rafaela;5.0;17.0;Bern;Suiza
1, 5 Habitaciones Bijou Mittagsfluh;Alojamiento entero;62.0; Debora;4.98;195.0;Bern;Suiza
Ático de la parte superior en Berna;Alojamiento entero;171.0; Paolo + Franziska;4.97;95.0;Bern;Suiza
Apartamento con vistas bonitas;Alojamiento entero;54.0; Hildegard Und Peter;4.98;200.0;Bern;Suiza
Vacaciones en la finca con una vista única.;otro;155.0; Sonya;4.95;61.0;Bern;Suiza
Hermoso, luminoso y tranquilo apartamento cerca de Berna;Alojamiento entero;101.0; Ulrike;4.93;61.0;Bern;Suiza
Chalet para amantes de la naturaleza;Alojamiento entero;92.0; Franziska;4.99;72.0;Bern;Suiza
Loft P8: Amplio con esa cosa especial;Alojamiento entero;114.0; Franziska;4.92;86.0;Bern;Suiza
En el céntrico, tranquilo, cerca de tren y autobús, cerca de la naturaleza;Alojamiento entero;78.0; Doro Und Jakob;4.98;59.0;Bern;Suiza
Acogedor apartamento de 1 habitación;Alojamiento entero;67.0; Renate;4.98;342.0;Bern;Suiza
Casa céntrica en Zollikofen;Alojamiento entero;202.0; Michael & Selina;5.0;7.0;Bern;Suiza
2 habitaciones amuebladas en planta baja;Alojamiento entero;78.0; Rosette;5.0;9.0;Bern;Suiza
Estudio con terraza en Charmey;Alojamiento entero;101.0; Marie-Cécile;4.98;196.0;Bern;Suiza
Chalet con vistas excepcionales;Alojamiento entero;128.0; Frédéric Et Stéphanie;4.96;53.0;Bern;Francia
Lujoso apartamento con vistas al lago Panorama, aparcamiento, tranquilo;Alojamiento entero;434.0; Eva Maria;5.0;21.0;Bern;Suiza
Habitación muy cómoda;Habitación;69.0; David;5.0;5.0;Bern;Suiza
Thun City Apartment;Alojamiento entero;145.0; Stefanie;4.93;76.0;Bern;Suiza
Ático bien diseñado;Alojamiento entero;78.0; Gaby;4.94;160.0;Bern;Suiza
1-2 habitaciones, 4 km de Berna en el área recreativa;Habitación;67.0;Peter;4.98;64.0;Bern;Suiza
Estudio muy cómodo;Alojamiento entero;67.0; Frank;4.88;8.0;Bern;Suiza
Apartamento;Alojamiento entero;89.0; Rachel;5.0;5.0;Bern;Suiza
Chalet en Gruyère, magníficas vistas;Alojamiento entero;103.0; Rosy;4.98;163.0;Bern;Suiza
Lugar mágico de Beatenberg y sala morada;Habitación;228.0;Gerti;4.88;206.0;Bern;Suiza
Cama «bir hübelihäx» - Desayuno en Wunsch;Habitación;39.0;Annette;5.0;9.0;Bern;Suiza
Apartamento con luz alpina, piscina climatizada, jardín;Alojamiento entero;125.0; Martina;4.98;176.0;Bern;Suiza
Pequeño loft lleno de luz en el campo, edificio nuevo;Alojamiento entero;103.0; Hans Martin;5.0;0.0;Bern;Suiza
Hübeli Lodge;Alojamiento entero;83.0; Karin;5.0;52.0;Bern;Suiza
Estudio muy cómodo;Alojamiento entero;67.0; Frank;4.88;8.0;Bern;Suiza
Lujoso apartamento con vistas al lago Panorama, aparcamiento, tranquilo;Alojamiento entero;434.0; Eva Maria;5.0;21.0;Bern;Suiza
Apartamento con luz alpina, piscina climatizada, jardín;Alojamiento entero;125.0; Martina;4.98;176.0;Bern;Suiza
Chalet en Gruyère, magníficas vistas;Alojamiento entero;103.0; Rosy;4.98;163.0;Bern;Suiza
La petite Marie Louise;Alojamiento entero;103.0; Montse;5.0;9.0;Bern;Suiza
Estudio Lichtena;Alojamiento entero;83.0; Julia;4.84;43.0;Bern;Suiza
2 habitaciones amuebladas en planta baja;Alojamiento entero;78.0; Rosette;5.0;9.0;Bern;Suiza
Apartamento del casco antiguo en el corazón de Thun con jardín;Alojamiento entero;125.0; Salome;5.0;14.0;Bern;Suiza
Stöckli apto para familias con ollas calientes/alpacas;otro;134.0; Anne;5.0;33.0;Bern;Suiza
Apartamento en la habitación con encanto.;Alojamiento entero;78.0; Barbara;4.96;25.0;Bern;Suiza
1-2 habitaciones, 4 km de Berna en el área recreativa;Habitación;67.0;Peter;4.98;64.0;Bern;Suiza
chalet wohnspycher blockhaus (sin aire acondicionado);Alojamiento entero;172.0; Erich Christian;4.82;17.0;Bern;Suiza
Hübeli Lodge;Alojamiento entero;83.0; Karin;5.0;52.0;Bern;Suiza
Idílica casa de madera en el borde del bosque;Alojamiento entero;153.0; Andrea;5.0;11.0;Bern;Suiza
Apartamento;Alojamiento entero;89.0; Rachel;5.0;5.0;Bern;Suiza
"Chalet ""ZUM SCHNÜFU"" en el Salwald";Alojamiento entero;276.0; David;5.0;25.0;Bern;Suiza
Pequeño loft lleno de luz en el campo, edificio nuevo;Alojamiento entero;103.0; Hans Martin;5.0;0.0;Bern;Suiza
Apartamento chalet soleado en parque natural;Alojamiento entero;111.0; Angela;5.0;0.0;Bern;Suiza
N.º 1 apartamento acogedor y céntrico;Alojamiento entero;74.0; Bess;4.8;0.0;Bern;Suiza
Edificio antiguo departamento an der Aare;Alojamiento entero;78.0; Amandus;0.0;0.0;Bern;Suiza
Acogedora, encantadora y céntrica 3,5 habitaciones en Biel;Alojamiento entero;71.0; David;4.88;0.0;Bern;Suiza
Casa-Margarita: apartamento de 2,5 habitaciones, buena vista.;Alojamiento entero;202.0; Torsten;4.98;0.0;Bern;Suiza
2 habitaciones amuebladas en planta baja;Alojamiento entero;78.0; Rosette;5.0;9.0;Bern;Suiza
Tiny de l'Aigle (La Tiny de l' Aigle);otro;157.0; Nicole Françoise;5.0;60.0;Bern;Suiza
Habitación tranquila en el centro de Berna;Habitación;61.0; Claudio;4.97;30.0;Bern;Suiza
Apartamento estudio con estacionamiento y jardín privado;Alojamiento entero;109.0; Eileen & John;4.85;34.0;Bern;Suiza
Pequeño loft lleno de luz en el campo, edificio nuevo;Alojamiento entero;103.0; Hans Martin;5.0;0.0;Bern;Suiza
1-2 habitaciones, 4 km de Berna en el área recreativa;Habitación;67.0;Peter;4.98;64.0;Bern;Suiza
Casa céntrica en Zollikofen;Alojamiento entero;202.0; Michael & Selina;5.0;7.0;Bern;Suiza
En mitad de Berna;Alojamiento entero;124.0; Kristina;0.0;0.0;Bern;Suiza
Chalet con vistas a la montaña;Alojamiento entero;78.0; Nicolai;4.98;350.0;Bern;Suiza
Apartamento;Alojamiento entero;89.0; Rachel;5.0;5.0;Bern;Suiza
Lakeview Gem;Alojamiento entero;433.0; Rafael;4.91;390.0;Bern;Suiza
Maravilloso lugar para relajarse cerca de la ciudad;Alojamiento entero;83.0; Daniel;4.83;12.0;Bern;Suiza
